2 1 1 0.000130
3 2 1 0.000118
4 3 1 0.000132
5 4 1 0.000119
6 2 4 0.000106
7 3 4 0.000113
8 1 7 0.000124
9 4 5 0.000122
10 1 9 0.000117
11 1 10 0.000122
12 2 10 0.000122
13 2 11 0.000126
14 2 12 0.000153
15 5 10 0.000198
16 6 10 0.000289
17 4 13 0.000510
18 2 16 0.000915
19 8 11 0.001621
20 4 16 0.003067
21 8 13 0.012885
22 5 17 0.016923
23 8 15 0.034689
24 12 12 0.059053
25 13 12 0.117377
26 13 13 0.237138
27 13 14 0.469715
28 15 13 0.957921
29 16 13 1.869370
