 Row Col
 7 12
 7 13
 7 14
 7 15
 7 16
 7 17
 8 1
 8 2
 8 3
 8 4
 8 5
 8 6
 8 7
 8 8
 8 9
 8 10
 8 11
 8 12
 8 13
 8 14
 8 15
 8 16
 8 17
 9 1
 9 2
 9 3
 9 4
 9 5
 9 6
 9 7
 9 8
 9 9
 9 10
 9 11
 9 12
 9 13
 9 14
 9 15
 9 16
 9 17
 10 1
 10 2
 10 3
 10 4
 10 5
 10 6
 10 7
 10 8
 10 9
 10 10
 10 11
 10 12
 10 13
 10 14
 10 15
 10 16
 10 17
 11 1
 11 2
 11 3
 11 4
 11 5
 11 6
 11 7
 11 8
 11 9
 11 10
 11 11
 11 12
 11 13
 11 14
 11 15
 11 16
 11 17
 12 1
 12 2
 12 3
 12 4
 12 5
 12 6
 12 7
 12 8
 12 9
 12 10
 12 11
 12 12
 12 13
 12 14
 12 15
 12 16
 12 17
 13 1
 13 2
 13 3
 13 4
 13 5
 13 6
 13 7
 13 8
 13 9
 13 10
 13 11
 13 12
 13 13
 13 14
 13 15
 13 16
 13 17
 14 1
 14 2
 14 3
 14 4
 14 5
 14 6
 14 7
 14 8
 14 9
 14 10
 14 11
 14 12
 14 13
 14 14
 14 15
 14 16
 14 17
 15 1
 15 2
 15 3
 15 4
 15 5
 15 6
 15 7
 15 8
 15 9
 15 10
 15 11
 15 12
 15 13
 15 14
 15 15
 15 16
 15 17
 16 1
 16 2
 16 3
 16 4
 16 5
 16 6
 16 7
 16 8
 16 9
 16 10
 16 11
 16 12
 16 13
 16 14
 16 15
 16 16
 16 17
 17 1
 17 2
 17 3
 17 4
 17 5
 17 6
 17 7
 17 8
 17 9
 17 10
 17 11
 17 12
 17 13
 17 14
 17 15
 17 16
 17 17
13,997,795 644,384 16,166 4.6% 0.1% 647,570 18,949 0.0%  14 1
17,296,965 1,058,082 20,259 6.1% 0.1% 1,061,272 23,044 0.0%  14 2
23,877,399 1,885,475 28,452 7.9% 0.1% 1,888,667 31,236 0.0%  14 3
37,050,160 3,540,261 44,837 9.6% 0.1% 3,543,449 47,621 0.0%  14 4
63,395,630 6,849,833 77,607 10.8% 0.1% 6,853,014 80,389 0.0%  14 5
116,086,570 13,468,976 143,147 11.6% 0.1% 13,472,159 145,931 0.0%  14 6
221,468,780 26,707,268 274,227 12.1% 0.1% 26,710,458 277,014 0.0%  14 7
432,232,712 53,183,842 536,389 12.3% 0.1% 53,187,032 539,187 0.0%  14 8
853,761,059 106,136,992 106,129,726 12.4% 12.4% 106,140,194 106,132,726 2.3%  14 9
1,696,816,589 212,043,519 212,036,253 12.5% 12.5% 212,046,724 212,039,252 2.3%  14 10
3,382,927,327 456,123,889 423,848,634 13.5% 12.5% 456,127,096 423,851,633 2.3%  14 11
6,755,148,992 1,692,690,121 847,473,862 25.1% 12.5% 1,692,693,385 847,476,905 2.3%  14 12
13,499,591,889 3,378,800,832 1,694,724,282 25.0% 12.6% 3,378,804,075 1,694,727,290 2.3%  14 13
26,988,477,577 6,751,022,255 3,389,225,136 25.0% 12.6% 6,751,025,473 3,389,228,137 2.3%  14 14
53,966,249,078 13,495,465,135 6,778,226,864 25.0% 12.6% 13,495,468,357 6,778,229,866 2.3%  14 15
     simulation.     
789,897 17,034 9,695 2.2% 1.2% 19,389 11,938 0.4%  14 17
27,129,588 1,264,928 22,384 4.7% 0.1% 1,268,121 25,169 0.0%  15 1
33,721,916 2,092,323 30,573 6.2% 0.1% 2,095,515 33,358 0.0%  15 2
46,888,735 3,747,107 46,958 8.0% 0.1% 3,750,298 49,742 0.0%  15 3
73,234,098 7,056,677 79,727 9.6% 0.1% 7,059,858 82,511 0.0%  15 4
125,925,128 13,675,817 145,265 10.9% 0.1% 13,678,998 148,049 0.0%  15 5
231,307,336 26,914,096 276,341 11.6% 0.1% 26,917,284 279,128 0.0%  15 6
442,071,136 53,390,660 538,513 12.1% 0.1% 53,393,842 541,310 0.0%  15 7
863,599,553 106,343,778 106,336,583 12.3% 12.3% 106,346,982 106,339,583 2.2%  15 8
1,706,654,859 212,250,016 212,242,824 12.4% 12.4% 212,253,218 212,245,824 2.3%  15 9
3,392,765,383 424,062,720 424,055,527 12.5% 12.5% 424,065,926 424,058,526 2.3%  15 10
6,764,986,411 912,211,440 847,680,260 13.5% 12.5% 912,214,660 847,683,260 2.3%  15 11
13,509,428,471 3,385,355,978 1,694,930,192 25.1% 12.5% 3,385,359,240 1,694,933,235 2.3%  15 12
26,998,312,154 6,757,576,896 3,389,430,020 25.0% 12.6% 6,757,580,136 3,389,433,027 2.3%  15 13
53,976,079,468 13,502,018,735 6,778,429,616 25.0% 12.6% 13,502,021,957 6,778,432,618 2.3%  15 14
     simulation.     
789,893 17,034 9,695 2.2% 1.2% 19,389 11,938 0.4%  15 16
874,912 39,250 31,067 4.5% 3.6% 41,505 33,225 0.9%  15 17
53,393,131 2,506,016 34,672 4.7% 0.1% 2,509,211 37,457 0.0%  16 1
66,571,853 4,160,802 51,053 6.3% 0.1% 4,163,992 53,837 0.0%  16 2
92,911,265 7,470,370 83,822 8.0% 0.1% 7,473,553 86,605 0.0%  16 3
145,602,335 14,089,508 149,359 9.7% 0.1% 14,092,690 152,142 0.0%  16 4
250,984,521 27,327,784 280,433 10.9% 0.1% 27,330,971 283,219 0.0%  16 5
461,748,310 53,804,335 542,614 11.7% 0.1% 53,807,522 545,413 0.0%  16 6
883,276,606 106,757,443 106,750,249 12.1% 12.1% 106,760,646 106,753,247 2.2%  16 7
1,726,331,920 212,663,649 212,656,455 12.3% 12.3% 212,666,851 212,659,455 2.2%  16 8
3,412,442,292 424,476,063 424,468,872 12.4% 12.4% 424,479,264 424,471,870 2.3%  16 9
6,784,663,060 848,101,118 848,093,927 12.5% 12.5% 848,104,337 848,096,927 2.3%  16 10
13,529,104,515 1,824,386,544 1,695,343,364 13.5% 12.5% 1,824,389,762 1,695,346,363 2.3%  16 11
27,017,987,344 6,770,687,689 3,389,842,704 25.1% 12.5% 6,770,690,943 3,389,845,741 2.3%  16 12
53,995,752,651 13,515,129,023 6,778,841,348 25.0% 12.6% 13,515,132,266 6,778,844,355 2.3%  16 13
     simulation.     
789,893 17,034 9,695 2.2% 1.2% 19,389 11,938 0.4%  16 15
858,524 35,153 26,971 4.1% 3.1% 37,408 29,129 0.8%  16 16
891,296 43,345 35,163 4.9% 3.9% 45,600 37,321 1.0%  16 17
105,920,097 4,988,192 59,248 4.7% 0.1% 4,991,371 62,030 0.0%  17 1
132,271,554 8,297,762 92,013 6.3% 0.1% 8,300,943 94,797 0.0%  17 2
184,956,690 14,916,898 157,550 8.1% 0.1% 14,920,081 160,333 0.0%  17 3
290,338,882 28,155,172 288,623 9.7% 0.1% 28,158,357 291,409 0.0%  17 4
501,102,651 54,631,720 550,810 10.9% 0.1% 54,634,907 553,611 0.0%  17 5
922,630,938 107,584,815 107,577,624 11.7% 11.7% 107,588,018 107,580,618 2.1%  17 6
1,765,686,182 213,491,011 213,483,817 12.1% 12.1% 213,494,212 213,486,814 2.2%  17 7
3,451,796,485 425,303,393 425,296,199 12.3% 12.3% 425,306,587 425,299,193 2.2%  17 8
6,824,017,142 848,928,158 848,920,968 12.4% 12.4% 848,931,362 848,923,968 2.3%  17 9
13,568,458,374 1,696,177,919 1,696,170,727 12.5% 12.5% 1,696,181,134 1,696,173,726 2.3%  17 10
27,057,340,576 3,648,736,752 3,390,669,572 13.5% 12.5% 3,648,739,968 3,390,672,571 2.3%  17 11
54,035,105,040 13,541,351,113 6,779,667,728 25.1% 12.5% 13,541,354,374 6,779,670,770 2.3%  17 12
     simulation.     
789,897 17,034 9,695 2.2% 1.2% 19,389 11,938 0.4%  17 14
874,912 39,250 31,067 4.5% 3.6% 41,505 33,225 0.9%  17 15
891,296 43,345 35,163 4.9% 3.9% 45,600 37,321 1.0%  17 16
924,068 51,537 43,355 5.6% 4.7% 53,792 45,513 1.2%  17 17
35,026,757 645,502 15,949 1.8% 0.0% 648,875 18,844 0.0%  14 1
39,386,912 1,059,229 20,046 2.7% 0.1% 1,062,603 22,941 0.0%  14 2
44,470,042 1,886,549 28,239 4.2% 0.1% 1,889,927 31,132 0.0%  14 3
58,262,427 3,541,295 44,624 6.1% 0.1% 3,544,669 47,517 0.0%  14 4
86,545,454 6,850,898 77,394 7.9% 0.1% 6,854,268 80,283 0.0%  14 5
138,192,645 13,470,053 142,934 9.7% 0.1% 13,473,424 145,822 0.0%  14 6
245,569,968 26,708,324 274,014 10.9% 0.1% 26,711,699 276,903 0.0%  14 7
455,468,774 53,184,925 536,177 11.7% 0.1% 53,188,305 539,080 0.0%  14 8
877,263,988 106,138,077 95,892,372 12.1% 10.9% 106,141,471 95,895,554 2.0%  14 9
1,720,435,329 212,044,756 212,037,162 12.3% 12.3% 212,048,154 212,040,343 2.2%  14 10
3,408,161,132 456,133,154 423,849,584 13.4% 12.4% 456,136,554 423,852,765 2.3%  14 11
6,783,990,280 1,692,676,197 847,474,880 25.0% 12.5% 1,692,679,608 847,478,062 2.3%  14 12
