0.207203 160239277 3165787 2109613 2.0% 1.3% 3168693 2112330 0.5%  10 13
0.419414 319671857 6312538 4208752 2.0% 1.3% 6315408 4211455 0.5%  10 14
0.845093 638537272 12606042 8407215 2.0% 1.3% 12608910 8409917 0.5%  10 15
0.000141 903485 18332 10220 2.0% 1.1% 21227 12767 0.4%  11 1
0.00021 981300 19413 10733 2.0% 1.1% 22316 13283 0.4%  11 2
0.000388 1136811 21463 11695 1.9% 1.0% 24356 14251 0.3%  11 3
0.00078 1448177 25564 13807 1.8% 1.0% 28457 16361 0.3%  11 4
0.001517 2070857 33759 17905 1.6% 0.9% 36649 20459 0.3%  11 5
0.00345 3316225 50147 26101 1.5% 0.8% 53039 28653 0.3%  11 6
0.006309 5807000 82929 42493 1.4% 0.7% 85813 45045 0.3%  11 7
0.012495 10788587 148497 75277 1.4% 0.7% 151385 77832 0.3%  11 8
0.024765 20751690 279634 140845 1.3% 0.7% 282530 143404 0.3%  11 9
0.050745 40677961 541907 271980 1.3% 0.7% 544796 274542 0.2%  11 10
0.103703 80529986 1102658 534252 1.4% 0.7% 1105547 536814 0.2%  11 11
0.207995 160234198 3167454 2108848 2.0% 1.3% 3170372 2111579 0.5%  11 12
0.427804 319642240 6313691 4207021 2.0% 1.3% 6316595 4209734 0.5%  11 13
0.862293 638458443 12606170 8403312 2.0% 1.3% 12609048 8406014 0.5%  11 14
1.69145 1276090948 25191130 16796079 2.0% 1.3% 25194003 16798777 0.5%  11 15
0.000253 1020202 19930 10988 2.0% 1.1% 22836 13538 0.4%  12 1
0.000423 1175695 21979 11950 1.9% 1.0% 24862 14503 0.3%  12 2
0.000775 1487013 26079 14062 1.8% 0.9% 28971 16618 0.3%  12 3
0.001604 2109670 34275 18159 1.6% 0.9% 37158 20710 0.3%  12 4
0.003353 3354938 50663 26353 1.5% 0.8% 53546 28902 0.3%  12 5
0.00622 5845524 83435 42741 1.4% 0.7% 86325 45293 0.3%  12 6
0.013029 10826642 148985 75517 1.4% 0.7% 151868 78069 0.3%  12 7
0.024901 20789075 280089 141069 1.3% 0.7% 282985 143628 0.3%  12 8
0.051088 40713747 542298 272173 1.3% 0.7% 545187 274735 0.2%  12 9
0.104388 80562774 1066715 534380 1.3% 0.7% 1069607 536942 0.2%  12 10
0.206165 160260833 2187983 2108848 1.4% 1.3% 2190910 2111585 0.5%  12 11
0.416058 319656568 6317537 4206509 2.0% 1.3% 6320435 4209217 0.5%  12 12
0.843672 638448262 12609505 8401837 2.0% 1.3% 12612406 8404549 0.5%  12 13
1.7356 1276031581 25193441 16792432 2.0% 1.3% 25196320 16795135 0.5%  12 14
3.38159 2551199046 50361314 33573808 2.0% 1.3% 50364193 33576511 0.5%  12 15
0.000501 1253681 23010 12524 1.8% 1.0% 25926 15074 0.3%  13 1
0.000961 1564899 27101 14573 1.7% 0.9% 30016 17132 0.3%  13 2
0.001669 2187514 35296 18670 1.6% 0.9% 38210 21229 0.3%  13 3
0.003081 3432750 51685 26863 1.5% 0.8% 54596 29418 0.3%  13 4
0.006186 5923215 84457 43249 1.4% 0.7% 87360 45801 0.3%  13 5
0.012207 10904155 149997 76021 1.4% 0.7% 152909 78576 0.3%  13 6
0.0249 20866126 281083 141565 1.3% 0.7% 283994 144124 0.3%  13 7
0.049927 40790134 543259 272653 1.3% 0.7% 546172 275218 0.2%  13 8
0.103581 80637544 1067612 534829 1.3% 0.7% 1070524 537394 0.2%  13 9
0.207546 160332461 2116317 2109614 1.3% 1.3% 2119227 2112331 0.5%  13 10
0.410867 319722126 4358604 4207021 1.4% 1.3% 4361511 4209734 0.5%  13 11
0.83567 638501535 12617697 8401837 2.0% 1.3% 12620602 8404549 0.5%  13 12
1.68836 1276060301 25201121 16791469 2.0% 1.3% 25204027 16794182 0.5%  13 13
3.37659 2551178765 50367977 33570737 2.0% 1.3% 50370903 33573463 0.5%  13 14
6.69853 5101413793 100701668 67129264 2.0% 1.3% 100704573 67131974 0.5%  13 15
0.00101 1720471 29151 15535 1.7% 0.9% 32042 18090 0.3%  14 1
0.001711 2343088 37340 19630 1.6% 0.8% 40232 22185 0.3%  14 2
0.003151 3588278 53726 27824 1.5% 0.8% 56616 30377 0.3%  14 3
0.006181 6078726 86496 44209 1.4% 0.7% 89384 46760 0.3%  14 4
0.01249 11059554 152038 76979 1.4% 0.7% 154926 79530 0.3%  14 5
0.02526 21021331 283113 142519 1.3% 0.7% 286005 145074 0.3%  14 6
0.051667 40944833 545272 273599 1.3% 0.7% 548151 276154 0.2%  14 7
0.106195 80791596 1069591 535759 1.3% 0.7% 1072475 538318 0.2%  14 8
0.207483 160484918 2118234 2111475 1.3% 1.3% 2121122 2114182 0.5%  14 9
0.410536 319871543 4215515 4208753 1.3% 1.3% 4218392 4211456 0.5%  14 10
0.820271 638644804 8618958 8403312 1.3% 1.3% 8621834 8406014 0.5%  14 11
1.66233 1276191335 25201632 16792432 2.0% 1.3% 25204514 16795135 0.5%  14 12
3.36237 2551285120 50367971 33570673 2.0% 1.3% 50370872 33573383 0.5%  14 13
6.7533 5101471111 100717024 67127153 2.0% 1.3% 100719904 67129854 0.5%  14 14
13.5746 10201842995 201382368 134240113 2.0% 1.3% 201385241 134242810 0.5%  14 15
0.002056 2654342 41439 21742 1.6% 0.8% 44328 24297 0.3%  15 1
0.003486 3899557 57820 29933 1.5% 0.8% 60711 32486 0.3%  15 2
0.006273 6389967 90590 46319 1.4% 0.7% 93479 48872 0.3%  15 3
0.012528 11370768 156128 79088 1.4% 0.7% 159017 81639 0.3%  15 4
0.025475 21332439 287206 144626 1.3% 0.7% 290097 147181 0.3%  15 5
0.049901 41255777 549353 275702 1.3% 0.7% 552242 278260 0.2%  15 6
0.103784 81102050 1073656 537873 1.3% 0.7% 1076543 540431 0.2%  15 7
0.207874 160794683 2122263 2115570 1.3% 1.3% 2125151 2118277 0.5%  15 8
0.411393 320179750 4219482 4212786 1.3% 1.3% 4222362 4215489 0.5%  15 9
0.838717 638949970 8413915 8407216 1.3% 1.3% 8416794 8409918 0.5%  15 10
1.65205 1276490339 17220558 16796079 1.3% 1.3% 17223440 16798782 0.5%  15 11
3.30982 2551571799 50385889 33573808 2.0% 1.3% 50388769 33576511 0.5%  15 12
