1,066,715 0.104388
1,067,612 0.103581
1,069,591 0.106195
1,073,656 0.103784
1,102,658 0.103703
1,591,834 0.105050
1,592,310 0.104144
1,592,409 0.102258
1,594,088 0.109833
2,116,317 0.207546
2,118,234 0.207483
2,122,263 0.207874
2,187,983 0.206165
3,165,721 0.209023
3,165,787 0.207203
3,167,222 0.210177
3,167,454 0.207995
4,215,515 0.410536
4,219,482 0.411393
4,358,604 0.410867
6,312,538 0.419414
6,313,497 0.419173
6,313,691 0.427804
6,317,537 0.416058
8,413,915 0.838717
8,618,958 0.820271
12,606,042 0.845093
12,606,170 0.862293
12,609,505 0.843672
12,617,697 0.835670
16,672 0.000006
16,676 0.000002
16,680 0.000003
16,681 0.000004
16,685 0.000005
16,689 0.000003
16,694 0.000007
16,702 0.000005
16,703 0.000007
16,705 0.000007
16,721 0.000008
16,722 0.000008
16,723 0.000010
16,730 0.000012
16,758 0.000015
16,759 0.000013
16,760 0.000013
16,771 0.000016
16,787 0.000033
16,788 0.000013
16,840 0.000025
16,844 0.000025
16,845 0.000028
16,856 0.000026
16,857 0.000027
16,872 0.000028
16,874 0.000026
16,913 0.000036
16,915 0.000026
17,011 0.000051
17,012 0.000049
17,022 0.000050
17,035 0.000051
17,037 0.000051
17,085 0.000056
17,087 0.000048
17,180 0.000067
17,182 0.000050
17,220,558 1.652050
17,518 0.000098
17,521 0.000098
17,562 0.000096
17,592 0.000099
17,699 0.000096
17,749 0.000101
17,940 0.000098
18,005 0.000108
18,071 0.000144
18,332 0.000141
18,349 0.000141
18,946 0.000190
18,947 0.000191
18,973 0.000213
18,976 0.000191
19,032 0.000191
19,157 0.000195
19,158 0.000190
19,413 0.000210
19,455 0.000188
19,930 0.000253
20,447 0.000210
21,010 0.000433
21,024 0.000391
21,026 0.000494
21,086 0.000529
21,087 0.000376
21,212 0.000399
21,463 0.000388
21,590 0.000389
21,979 0.000423
23,010 0.000501
23,521 0.000417
24,039 0.000388
25,133 0.000760
25,134 0.000774
25,186 0.000760
25,191,130 1.691450
25,193,441 1.735600
25,201,121 1.688360
25,201,632 1.662330
25,312 0.000767
25,313 0.000767
25,564 0.000780
25,833 0.000747
26,079 0.000775
27,101 0.000961
29,151 0.001010
29,677 0.000761
30,179 0.000754
31,201 0.000780
33,360 0.001583
33,391 0.001521
33,393 0.001551
33,507 0.001513
33,759 0.001517
34,275 0.001604
34,315 0.001542
35,296 0.001669
37,340 0.001711
41,439 0.002056
41,983 0.001490
42,478 0.001518
43,490 0.001507
45,537 0.001517
49,806 0.003299
49,807 0.003313
49,905 0.003276
49,907 0.003067
50,147 0.003450
50,361,314 3.381590
50,367,971 3.362370
50,367,977 3.376590
50,385,889 3.309820
50,663 0.003353
51,214 0.003153
51,685 0.003081
53,726 0.003151
57,820 0.003486
66,594 0.003106
67,073 0.003335
68,077 0.002990
70,114 0.003068
74,208 0.003450
82,640 0.006287
82,705 0.006332
82,929 0.006309
83,435 0.006220
84,457 0.006186
85,138 0.006219
86,496 0.006181
90,590 0.006273
100,701,668 6.698530
100,717,024 6.753300
115,809 0.006069
116,260 0.006108
117,246 0.006118
119,277 0.006194
131,552 0.006309
148,306 0.012273
148,497 0.012495
148,985 0.013029
149,997 0.012207
152,038 0.012490
152,992 0.012869
156,128 0.012528
201,382,368 13.574600
214,249 0.012129
214,627 0.012377
215,586 0.012354
217,598 0.012388
246,240 0.012495
279,505 0.024249
279,634 0.024765
280,089 0.024901
281,083 0.024900
283,113 0.025260
287,206 0.025475
288,673 0.024585
411,127 0.024867
411,371 0.025578
412,256 0.024964
414,242 0.025019
541,907 0.050745
542,298 0.051088
543,259 0.049927
545,272 0.051667
549,353 0.049901
560,002 0.050296
804,857 0.050618
804,888 0.051320
805,608 0.050546
807,520 0.050745
