sequential 1 1 0.005961
sequential 1 2 0.006791
sequential 1 3 0.008191
sequential 1 4 0.008174
sequential 1 5 0.009083
sequential 1 6 0.008768
sequential 1 7 0.008803
sequential 1 8 0.008872
sequential 1 9 0.008954
sequential 1 10 0.008993
sequential 1 11 0.009185
sequential 1 12 0.009665
sequential 1 13 0.010471
sequential 1 14 0.012087
sequential 1 15 0.015178
sequential 1 1 0.006056
sequential 1 2 0.006803
sequential 1 3 0.008208
sequential 1 4 0.008095
sequential 1 5 0.008207
sequential 1 6 0.008742
sequential 1 7 0.008948
sequential 1 8 0.008873
sequential 1 9 0.008916
sequential 1 10 0.008991
sequential 1 11 0.009148
sequential 1 12 0.009647
sequential 1 13 0.010315
sequential 1 14 0.012042
sequential 1 15 0.015149
sequential 2 1 0.006863
sequential 2 2 0.008341
sequential 2 3 0.008186
sequential 2 4 0.00813
sequential 2 5 0.008746
sequential 2 6 0.008886
sequential 2 7 0.008861
sequential 2 8 0.008816
sequential 2 9 0.008948
sequential 2 10 0.011498
sequential 2 11 0.009546
sequential 2 12 0.010272
sequential 2 13 0.011843
sequential 2 14 0.015167
sequential 2 15 0.021957
sequential 3 1 0.008313
sequential 3 2 0.008098
sequential 3 3 0.008366
sequential 3 4 0.009117
sequential 3 5 0.008944
sequential 3 6 0.009218
sequential 3 7 0.008917
sequential 3 8 0.008997
sequential 3 9 0.009286
sequential 3 10 0.009605
sequential 3 11 0.01059
sequential 3 12 0.012063
sequential 3 13 0.01531
sequential 3 14 0.021656
sequential 3 15 0.035945
sequential 4 1 0.008329
sequential 4 2 0.008423
sequential 4 3 0.009033
sequential 4 4 0.009905
sequential 4 5 0.009362
sequential 4 6 0.008898
sequential 4 7 0.009143
sequential 4 8 0.00916
sequential 4 9 0.009615
sequential 1 1 0.005962
sequential 1 2 0.00679
sequential 1 3 0.008112
sequential 1 4 0.008094
sequential 1 5 0.008159
sequential 1 6 0.008742
sequential 1 7 0.008789
sequential 1 8 0.009073
sequential 1 9 0.008831
sequential 1 10 0.009043
sequential 1 1 0.006032
sequential 1 2 0.006725
sequential 1 3 0.010158
sequential 1 4 0.00815
sequential 1 5 0.008264
sequential 1 6 0.008739
sequential 1 7 0.008811
sequential 1 8 0.008867
sequential 1 9 0.008854
sequential 1 10 0.008964
sequential 1 11 0.009194
sequential 1 12 0.009546
sequential 1 13 0.010332
