2 1 1 0.000146
3 1 2 0.000125
4 2 2 0.000129
5 3 2 0.000118
6 3 3 0.000114
7 1 6 0.000124
8 1 7 0.000115
9 2 7 0.000114
10 1 9 0.000117
11 4 7 0.000127
12 4 8 0.000126
13 4 9 0.000139
14 3 11 0.000162
15 4 11 0.000208
16 5 11 0.000291
17 5 12 0.000463
18 3 15 0.000802
19 7 12 0.001604
20 3 17 0.003291
21 11 10 0.013405
22 9 13 0.016531
23 11 12 0.030654
24 11 13 0.060490
25 12 13 0.124401
26 14 12 0.253035
27 14 13 0.512378
28 16 12 1.020900
29 16 13 2.034950
