1 6e-06
2 2e-06
3 3e-06
4 3e-06
5 6e-06
6 8e-06
7 1e-05
8 1.3e-05
9 2.6e-05
10 5e-05
11 9.7e-05
12 0.000188
13 0.000374
14 0.000819
15 0.001589
1 2e-06
2 3e-06
3 5e-06
4 3e-06
5 5e-06
6 1e-05
7 1.6e-05
8 2.6e-05
9 4.8e-05
10 0.000144
11 0.000188
12 0.000417
13 0.000754
14 0.001507
15 0.003068
1 3e-06
2 3e-06
3 6e-06
4 7e-06
5 8e-06
6 1.3e-05
7 2.7e-05
8 5.1e-05
9 9.8e-05
10 0.00019
11 0.000389
12 0.000761
13 0.001518
14 0.00299
15 0.006194
1 5e-06
2 3e-06
3 5e-06
4 8e-06
5 1.5e-05
6 2.5e-05
7 4.9e-05
8 9.6e-05
9 0.00019
10 0.000419
11 0.000747
12 0.00149
13 0.003335
14 0.006118
15 0.012388
1 8e-06
2 6e-06
3 9e-06
4 1.3e-05
5 2.5e-05
6 4.9e-05
7 9.6e-05
8 0.000191
9 0.000376
10 0.000767
11 0.001542
12 0.003106
13 0.006108
14 0.012354
15 0.025019
1 9e-06
2 1e-05
3 1.4e-05
4 2.8e-05
5 5.1e-05
6 9.8e-05
7 0.000191
8 0.000494
9 0.00077
10 0.001522
11 0.003153
12 0.006069
13 0.012377
14 0.024964
15 0.050745
1 1.3e-05
2 1.5e-05
3 2.6e-05
4 5.1e-05
5 9.8e-05
6 0.00019
7 0.000433
8 0.000774
9 0.001551
10 0.003067
11 0.006219
12 0.012129
13 0.025578
14 0.050546
15 0.109833
1 3.3e-05
2 2.8e-05
3 5.1e-05
4 9.9e-05
5 0.000213
6 0.000391
7 0.00076
8 0.001583
9 0.003299
10 0.0065
11 0.012869
12 0.024867
13 0.050618
14 0.104144
15 0.210177
1 3.6e-05
2 5.6e-05
3 0.000101
4 0.000193
5 0.000529
6 0.000751
7 0.001521
8 0.003313
9 0.006287
10 0.012425
11 0.024585
12 0.05132
13 0.10505
14 0.209023
15 0.419173
1 6.7e-05
2 0.000108
3 0.000195
4 0.000379
5 0.000767
6 0.001504
7 0.003276
8 0.006165
9 0.012122
10 0.024249
11 0.050296
12 0.102258
13 0.207203
14 0.419414
15 0.845093
1 0.000141
2 0.00021
3 0.000388
4 0.00078
5 0.001517
6 0.00345
7 0.006309
8 0.012495
9 0.024765
10 0.050745
11 0.103703
12 0.207995
13 0.427804
14 0.862293
15 1.69145
1 0.000253
2 0.000423
3 0.000775
4 0.001604
5 0.003353
6 0.00622
7 0.013029
8 0.024901
9 0.051088
10 0.104388
11 0.206165
12 0.416058
13 0.843672
14 1.7356
15 3.38159
1 0.000501
2 0.000961
3 0.001669
4 0.003081
5 0.006186
6 0.012207
7 0.0249
8 0.049927
9 0.103581
10 0.207546
11 0.410867
12 0.83567
13 1.68836
14 3.37659
15 6.69853
1 0.00101
2 0.001711
3 0.003151
4 0.006181
5 0.01249
6 0.02526
7 0.051667
8 0.106195
9 0.207483
10 0.410536
11 0.820271
12 1.66233
13 3.36237
14 6.7533
15 13.5746
1 0.002056
2 0.003486
3 0.006273
4 0.012528
5 0.025475
6 0.049901
7 0.103784
8 0.207874
9 0.411393
10 0.838717
11 1.65205
12 3.30982
