sequential 6 1 9e-06
sequential 6 2 1e-05
sequential 6 3 1.4e-05
sequential 6 4 2.8e-05
sequential 6 5 5.1e-05
sequential 6 6 9.8e-05
sequential 6 7 0.000191
sequential 6 8 0.000494
sequential 6 9 0.00077
sequential 6 10 0.001522
sequential 6 11 0.003153
sequential 6 12 0.006069
sequential 6 13 0.012377
sequential 6 14 0.024964
sequential 6 15 0.050745
sequential 7 1 1.3e-05
sequential 7 2 1.5e-05
sequential 7 3 2.6e-05
sequential 7 4 5.1e-05
sequential 7 5 9.8e-05
sequential 7 6 0.00019
sequential 7 7 0.000433
sequential 7 8 0.000774
sequential 7 9 0.001551
sequential 7 10 0.003067
sequential 7 11 0.006219
sequential 7 12 0.012129
sequential 7 13 0.025578
sequential 7 14 0.050546
sequential 7 15 0.109833
sequential 8 1 3.3e-05
sequential 8 2 2.8e-05
sequential 8 3 5.1e-05
sequential 8 4 9.9e-05
sequential 8 5 0.000213
sequential 8 6 0.000391
sequential 8 7 0.00076
sequential 8 8 0.001583
sequential 8 9 0.003299
sequential 8 10 0.0065
sequential 8 11 0.012869
sequential 8 12 0.024867
sequential 8 13 0.050618
sequential 8 14 0.104144
sequential 8 15 0.210177
sequential 9 1 3.6e-05
sequential 9 2 5.6e-05
sequential 9 3 0.000101
sequential 9 4 0.000193
sequential 9 5 0.000529
sequential 9 6 0.000751
sequential 9 7 0.001521
sequential 9 8 0.003313
sequential 9 9 0.006287
sequential 9 10 0.012425
sequential 9 11 0.024585
sequential 9 12 0.05132
sequential 9 13 0.10505
sequential 9 14 0.209023
sequential 9 15 0.419173
sequential 10 1 6.7e-05
sequential 10 2 0.000108
sequential 10 3 0.000195
sequential 10 4 0.000379
sequential 10 5 0.000767
sequential 10 6 0.001504
sequential 10 7 0.003276
sequential 10 8 0.006165
sequential 10 9 0.012122
sequential 10 10 0.024249
sequential 10 11 0.050296
sequential 10 12 0.102258
sequential 10 13 0.207203
sequential 10 14 0.419414
sequential 10 15 0.845093
sequential 11 1 0.000141
sequential 11 2 0.00021
sequential 11 3 0.000388
sequential 11 4 0.00078
sequential 11 5 0.001517
sequential 11 6 0.00345
sequential 11 7 0.006309
sequential 11 8 0.012495
sequential 11 9 0.024765
sequential 11 10 0.050745
sequential 11 11 0.103703
sequential 11 12 0.207995
sequential 11 13 0.427804
sequential 11 14 0.862293
sequential 11 15 1.69145
sequential 12 1 0.000253
sequential 12 2 0.000423
sequential 12 3 0.000775
sequential 12 4 0.001604
sequential 12 5 0.003353
sequential 12 6 0.00622
sequential 12 7 0.013029
sequential 12 8 0.024901
sequential 12 9 0.051088
sequential 12 10 0.104388
sequential 12 11 0.206165
sequential 12 12 0.416058
sequential 12 13 0.843672
sequential 12 14 1.7356
sequential 12 15 3.38159
sequential 13 1 0.000501
sequential 13 2 0.000961
sequential 13 3 0.001669
sequential 13 4 0.003081
sequential 13 5 0.006186
sequential 13 6 0.012207
sequential 13 7 0.0249
sequential 13 8 0.049927
sequential 13 9 0.103581
sequential 13 10 0.207546
sequential 13 11 0.410867
sequential 13 12 0.83567
sequential 13 13 1.68836
sequential 13 14 3.37659
sequential 13 15 6.69853
sequential 14 1 0.00101
sequential 14 2 0.001711
sequential 14 3 0.003151
sequential 14 4 0.006181
sequential 14 5 0.01249
sequential 14 6 0.02526
sequential 14 7 0.051667
sequential 14 8 0.106195
sequential 14 9 0.207483
sequential 14 10 0.410536
sequential 14 11 0.820271
sequential 14 12 1.66233
sequential 14 13 3.36237
sequential 14 14 6.7533
sequential 14 15 13.5746
sequential 15 1 0.002056
sequential 15 2 0.003486
sequential 15 3 0.006273
sequential 15 4 0.012528
sequential 15 5 0.025475
sequential 15 6 0.049901
sequential 15 7 0.103784
sequential 15 8 0.207874
sequential 15 9 0.411393
sequential 15 10 0.838717
sequential 15 11 1.65205
sequential 15 12 3.30982
