sequential 1 1 6e-06
sequential 1 2 2e-06
sequential 1 3 3e-06
sequential 1 4 3e-06
sequential 1 5 6e-06
sequential 1 6 8e-06
sequential 1 7 1e-05
sequential 1 8 1.3e-05
sequential 1 9 2.6e-05
sequential 1 10 5e-05
sequential 1 11 9.7e-05
sequential 1 12 0.000188
sequential 1 13 0.000374
sequential 1 14 0.000819
sequential 1 15 0.001589
sequential 2 1 2e-06
sequential 2 2 3e-06
sequential 2 3 5e-06
sequential 2 4 3e-06
sequential 2 5 5e-06
sequential 2 6 1e-05
sequential 2 7 1.6e-05
sequential 2 8 2.6e-05
sequential 2 9 4.8e-05
sequential 2 10 0.000144
sequential 2 11 0.000188
sequential 2 12 0.000417
sequential 2 13 0.000754
sequential 2 14 0.001507
sequential 2 15 0.003068
sequential 3 1 3e-06
sequential 3 2 3e-06
sequential 3 3 6e-06
sequential 3 4 7e-06
sequential 3 5 8e-06
sequential 3 6 1.3e-05
sequential 3 7 2.7e-05
sequential 3 8 5.1e-05
sequential 3 9 9.8e-05
sequential 3 10 0.00019
sequential 3 11 0.000389
sequential 3 12 0.000761
sequential 3 13 0.001518
sequential 3 14 0.00299
sequential 3 15 0.006194
sequential 4 1 5e-06
sequential 4 2 3e-06
sequential 4 3 5e-06
sequential 4 4 8e-06
sequential 4 5 1.5e-05
sequential 4 6 2.5e-05
sequential 4 7 4.9e-05
sequential 4 8 9.6e-05
sequential 4 9 0.00019
sequential 4 10 0.000419
sequential 4 11 0.000747
sequential 4 12 0.00149
sequential 4 13 0.003335
sequential 4 14 0.006118
sequential 4 15 0.012388
sequential 5 1 8e-06
sequential 5 2 6e-06
sequential 5 3 9e-06
sequential 5 4 1.3e-05
sequential 5 5 2.5e-05
sequential 5 6 4.9e-05
sequential 5 7 9.6e-05
sequential 5 8 0.000191
sequential 5 9 0.000376
sequential 5 10 0.000767
sequential 5 11 0.001542
sequential 5 12 0.003106
sequential 5 13 0.006108
sequential 5 14 0.012354
sequential 5 15 0.025019
