sequential 15 7 0.107055
sequential 15 8 0.206179
sequential 15 9 0.414463
sequential 15 10 0.834716
sequential 15 11 1.65189
sequential 15 12 3.29113
sequential 15 13 6.76728
sequential 15 14 13.4058
sequential 16 1 0.004111
sequential 16 2 0.007078
sequential 16 3 0.012623
sequential 16 4 0.025302
sequential 16 5 0.052126
sequential 16 6 0.105404
sequential 16 7 0.211538
sequential 16 8 0.414533
sequential 16 9 0.831327
sequential 16 10 1.66986
sequential 16 11 3.31317
sequential 16 12 6.63231
sequential 16 13 13.3853
sequential 17 1 0.008108
sequential 17 2 0.013527
sequential 17 3 0.02566
sequential 17 4 0.049925
sequential 17 5 0.101868
sequential 17 6 0.205705
sequential 17 7 0.418553
sequential 17 8 0.859255
sequential 17 9 1.66149
sequential 17 10 3.3081
sequential 17 11 6.87465
sequential 17 12 13.4052
sequential 18 1 0.016538
sequential 18 2 0.029871
sequential 18 3 0.052581
sequential 18 4 0.102656
sequential 18 5 0.205843
sequential 18 6 0.415463
sequential 18 7 0.843012
sequential 18 8 1.65766
sequential 18 9 3.37057
sequential 18 10 6.59285
sequential 18 11 13.3696
