sequential,1,1,1,0.000127,-1
sequential,1,1,2,0.000119,-1
sequential,1,1,3,0.00012,-1
sequential,1,1,4,0.000121,-1
sequential,1,1,5,0.000124,-1
sequential,1,1,6,0.000152,-1
sequential,1,1,7,0.000187,-1
sequential,1,1,8,0.000286,-1
sequential,1,1,9,0.02181,-1
sequential,1,1,10,0.000747,-1
sequential,1,1,11,0.001376,-1
sequential,1,1,12,0.033226,-1
sequential,1,1,13,0.00741,-1
sequential,1,1,14,0.024115,-1
sequential,1,1,15,0.042368,-1
sequential,1,1,16,0.050845,-1
sequential,1,1,17,0.094196,-1
sequential,1,2,1,0.000119,-2
sequential,1,2,2,0.000121,-2
sequential,1,2,3,0.000117,-2
sequential,1,2,4,0.000117,-2
sequential,1,2,5,0.01399,-2
sequential,1,2,6,0.016007,-2
sequential,1,2,7,0.000198,-2
sequential,1,2,8,0.000257,-2
sequential,1,2,9,0.000426,-2
sequential,1,2,10,0.000923,-2
sequential,1,2,11,0.020106,-2
sequential,1,2,12,0.003553,-2
sequential,1,2,13,0.017207,-2
sequential,1,2,14,0.012791,-2
sequential,1,2,15,0.046143,-2
sequential,1,2,16,0.048327,-2
sequential,1,2,17,0.12605,-2
sequential,1,3,1,0.000121,-3
sequential,1,3,2,0.000108,-3
sequential,1,3,3,0.000113,-3
sequential,1,3,4,0.000121,-3
sequential,1,3,5,0.023162,-3
sequential,1,3,6,0.023932,-3
sequential,1,3,7,0.006641,-3
sequential,1,3,8,0.032595,-3
sequential,1,3,9,0.005434,-3
sequential,1,3,10,0.001032,-3
sequential,1,3,11,0.012597,-3
sequential,1,3,12,0.002883,-3
sequential,1,3,13,0.024622,-3
sequential,1,3,14,0.023972,-3
sequential,1,3,15,0.031548,-3
sequential,1,3,16,0.05274,-3
sequential,1,3,17,0.103395,-3
sequential,1,4,1,0.000122,-4
sequential,1,4,2,0.000114,-4
sequential,1,4,3,0.000108,-4
sequential,1,4,4,0.00012,-4
sequential,1,4,5,0.024271,-4
sequential,1,4,6,0.040362,-4
sequential,1,4,7,0.000246,-4
sequential,1,4,8,0.000319,-4
sequential,1,4,9,0.000504,-4
sequential,1,4,10,0.025229,-4
sequential,1,4,11,0.003042,-4
sequential,1,4,12,0.012669,-4
sequential,1,4,13,0.006949,-4
sequential,1,4,14,0.025708,-4
sequential,1,4,15,0.036587,-4
sequential,1,4,16,0.065989,-4
sequential,1,4,17,0.112109,-4
sequential,1,5,1,0.000183,-5
sequential,1,5,2,0.000113,-5
sequential,1,5,3,0.00018,-5
sequential,1,5,4,0.00012,-5
sequential,1,5,5,0.031915,-5
sequential,1,5,6,0.002667,-5
sequential,1,5,7,0.00022,-5
sequential,1,5,8,0.021835,-5
sequential,1,5,9,0.000507,-5
sequential,1,5,10,0.000869,-5
sequential,1,5,11,0.01786,-5
sequential,1,5,12,0.004029,-5
sequential,1,5,13,0.02433,-5
sequential,1,5,14,0.030769,-5
sequential,1,5,15,0.040739,-5
sequential,1,5,16,0.082318,-5
sequential,1,5,17,0.120723,-5
sequential,1,6,1,0.00012,-6
sequential,1,6,2,0.000121,-6
sequential,1,6,3,0.000118,-6
sequential,1,6,4,0.000147,-6
sequential,1,6,5,0.034403,-6
sequential,1,6,6,0.004559,-6
sequential,1,6,7,0.021355,-6
sequential,1,6,8,0.000366,-6
sequential,1,6,9,0.000566,-6
sequential,1,6,10,0.019243,-6
sequential,1,6,11,0.002111,-6
sequential,1,6,12,0.003804,-6
sequential,1,6,13,0.020636,-6
sequential,1,6,14,0.028779,-6
sequential,1,6,15,0.058041,-6
sequential,1,6,16,0.085447,-6
sequential,1,6,17,0.171882,-6
sequential,1,7,1,0.000128,-7
sequential,1,7,2,0.000115,-7
sequential,1,7,3,0.000614,-7
sequential,1,7,4,0.00012,-7
sequential,1,7,5,0.034795,-7
sequential,1,7,6,0.002907,-7
sequential,1,7,7,0.000241,-7
sequential,1,7,8,0.020488,-7
sequential,1,7,9,0.003171,-7
sequential,1,7,10,0.019433,-7
sequential,1,7,11,0.002258,-7
sequential,1,7,12,0.022172,-7
sequential,1,7,13,0.026926,-7
sequential,1,7,14,0.031287,-7
sequential,1,7,15,0.070363,-7
sequential,1,7,16,0.160584,-7
sequential,1,7,17,0.284273,-7
sequential,1,8,1,0.000174,-8
sequential,1,8,2,0.000122,-8
sequential,1,8,3,0.000123,-8
sequential,1,8,4,0.037991,-8
sequential,1,8,5,0.018699,-8
sequential,1,8,6,0.000253,-8
sequential,1,8,7,0.00035,-8
sequential,1,8,8,0.014442,-8
sequential,1,8,9,0.001018,-8
sequential,1,8,10,0.002116,-8
sequential,1,8,11,0.022816,-8
sequential,1,8,12,0.026251,-8
sequential,1,8,13,0.028768,-8
sequential,1,8,14,0.059517,-8
sequential,1,8,15,0.160487,-8
sequential,1,8,16,0.360299,-8
sequential,1,8,17,0.768084,-8
sequential,1,9,1,0.000134,-9
sequential,1,9,2,0.000141,-9
sequential,1,9,3,0.000134,-9
sequential,1,9,4,0.000154,-9
sequential,1,9,5,0.022488,-9
sequential,1,9,6,0.023638,-9
sequential,1,9,7,0.028352,-9
sequential,1,9,8,0.009559,-9
sequential,1,9,9,0.004812,-9
sequential,1,9,10,0.017885,-9
sequential,1,9,11,0.011936,-9
sequential,1,9,12,0.038054,-9
sequential,1,9,13,0.053191,-9
sequential,1,9,14,0.290988,-9
sequential,1,9,15,0.606896,-9
sequential,1,9,16,1.20957,-9
sequential,1,9,17,2.33516,-9
sequential,1,10,1,0.000136,-10
sequential,1,10,2,0.000155,-10
sequential,1,10,3,0.000149,-10
sequential,1,10,4,0.000186,-10
sequential,1,10,5,0.035179,-10
sequential,1,10,6,0.000379,-10
sequential,1,10,7,0.000841,-10
sequential,1,10,8,0.02128,-10
sequential,1,10,9,0.022037,-10
sequential,1,10,10,0.024109,-10
sequential,1,10,11,0.033439,-10
sequential,1,10,12,0.069507,-10
sequential,1,10,13,0.343032,-10
sequential,1,10,14,0.760502,-10
sequential,1,10,15,1.48287,-10
sequential,1,10,16,2.95171,-10
sequential,1,10,17,6.62316,-10
sequential,1,11,1,0.000144,-11
sequential,1,11,2,0.000145,-11
sequential,1,11,3,0.000172,-11
sequential,1,11,4,0.000217,-11
sequential,1,11,5,0.024274,-11
sequential,1,11,6,0.029629,-11
sequential,1,11,7,0.013837,-11
sequential,1,11,8,0.022116,-11
sequential,1,11,9,0.035394,-11
sequential,1,11,10,0.062425,-11
sequential,1,11,11,0.113207,-11
sequential,1,11,12,0.445377,-11
sequential,1,11,13,0.859355,-11
sequential,1,11,14,1.58889,-11
sequential,1,11,15,3.16582,-11
sequential,1,11,16,6.38039,-11
sequential,1,11,17,12.7397,-11
sequential,1,12,1,0.000174,-12
sequential,1,12,2,0.000164,-12
sequential,1,12,3,0.024246,-12
sequential,1,12,4,0.016081,-12
sequential,1,12,5,0.000729,-12
sequential,1,12,6,0.017204,-12
sequential,1,12,7,0.005243,-12
sequential,1,12,8,0.023216,-12
sequential,1,12,9,0.058932,-12
sequential,1,12,10,0.095436,-12
sequential,1,12,11,0.269181,-12
sequential,1,12,12,0.893476,-12
sequential,1,12,13,1.64567,-12
sequential,1,12,14,2.9864,-12
sequential,1,12,15,6.43182,-12
sequential,1,12,16,12.8008,-12
sequential,1,12,17,25.8648,-12
sequential,1,13,1,0.000236,-13
sequential,1,13,2,0.000219,-13
sequential,1,13,3,0.000346,-13
sequential,1,13,4,0.035642,-13
sequential,1,13,5,0.00237,-13
sequential,1,13,6,0.019465,-13
sequential,1,13,7,0.024108,-13
sequential,1,13,8,0.035235,-13
sequential,1,13,9,0.12029,-13
sequential,1,13,10,0.266777,-13
sequential,1,13,11,0.710065,-13
sequential,1,13,12,1.72647,-13
sequential,1,13,13,3.42986,-13
sequential,1,13,14,7.00403,-13
sequential,1,13,15,14.1293,-13
sequential,1,13,16,25.9076,-13
sequential,1,14,1,0.000319,-14
sequential,1,14,2,0.029337,-14
sequential,1,14,3,0.017453,-14
sequential,1,14,4,0.002018,-14
sequential,1,14,5,0.020315,-14
sequential,1,14,6,0.02801,-14
sequential,1,14,7,0.042359,-14
sequential,1,14,8,0.08831,-14
sequential,1,14,9,0.258998,-14
sequential,1,14,10,0.832546,-14
sequential,1,14,11,2.13837,-14
sequential,1,14,12,4.2181,-14
sequential,1,14,13,7.55242,-14
sequential,1,14,14,13.9378,-14
sequential,1,14,15,26.74,-14
sequential,1,15,1,0.013367,-15
sequential,1,15,2,0.003945,-15
sequential,1,15,3,0.004194,-15
sequential,1,15,4,0.010674,-15
sequential,1,15,5,0.033888,-15
sequential,1,15,6,0.076215,-15
sequential,1,15,7,0.196444,-15
sequential,1,15,8,0.223118,-15
sequential,1,15,9,0.511925,-15
sequential,1,15,10,1.66684,-15
sequential,1,15,11,4.52481,-15
sequential,1,15,12,7.74305,-15
sequential,1,15,13,15.4285,-15
sequential,1,15,14,27.7093,-15
sequential,1,16,1,0.041917,-16
sequential,1,16,2,0.041618,-16
sequential,1,16,3,0.038005,-16
sequential,1,16,4,0.055104,-16
sequential,1,16,5,0.070211,-16
sequential,1,16,6,0.141371,-16
sequential,1,16,7,0.321333,-16
sequential,1,16,8,0.43983,-16
sequential,1,16,9,1.02483,-16
sequential,1,16,10,3.13793,-16
sequential,1,16,11,9.504,-16
sequential,1,16,12,16.2698,-16
sequential,1,16,13,30.1746,-16
sequential,1,17,1,0.009761,-17
sequential,1,17,2,0.017176,-17
sequential,1,17,3,0.037957,-17
sequential,1,17,4,0.031675,-17
sequential,1,17,5,0.068191,-17
sequential,1,17,6,0.178195,-17
sequential,1,17,7,0.367739,-17
sequential,1,17,8,0.847313,-17
sequential,1,17,9,1.9819,-17
sequential,1,17,10,6.17167,-17
sequential,1,17,11,19.3002,-17
sequential,1,17,12,37.6681,-17
